Model, ProductionYear,NumberofEngines,EngineType,Capacity,Range(km),FuelConsumption(L/h),HourlyMaintenance($),Age,SalesRegion,Price($)
Cessna 172,2016,1,Piston,4,1285,27.71,4023.16,7,Australia,423758.04
Boeing 737,2022,2,Turbofan,162,5700,7.76,2220.63,1,North America,123373002.69
Boeing 737,1993,2,Turbofan,162,5700,6.78,2192.86,30,Africa,72207455.35
Cessna 172,2010,1,Piston,4,1285,30.97,2127.96,13,Africa,319941.35
Airbus A320,1994,2,Turbofan,180,6300,5.5,3518.27,29,Africa,80608036.32
Cessna 172,1989,1,Piston,4,1285,33.09,3755.91,34,South America,210555.6
Airbus A320,2019,2,Turbofan,180,6300,2.38,3414.74,4,Australia,146960902.72
Cessna 172,1996,1,Piston,4,1285,24.38,2955.87,27,Europe,264821.12
Bombardier CRJ200,2023,2,Turbofan,50,3000,4.51,866.63,0,North America,23872752.57
Airbus A350,2018,2,Turbofan,350,14800,2.69,2600.07,5,South America,708153023.77
Boeing 737,1994,2,Turbofan,162,5700,11.32,669.05,29,Africa,67974316.97
Airbus A350,1988,2,Turbofan,350,14800,11.68,1594.06,35,Asia,488215283.09
Boeing 737,1992,2,Turbofan,162,5700,4.47,1257.06,31,South America,52064622.81
Cessna 172,2023,1,Piston,4,1285,35.81,1613.58,0,Africa,413294.65
Airbus A320,2018,2,Turbofan,180,6300,12.72,3429.37,5,Asia,130693203.5
Airbus A320,2010,2,Turbofan,180,6300,14.74,1731.5,13,South America,114332681.36
Cessna 172,1982,1,Piston,4,1285,38.39,3183.16,41,South America,213889.11
Cessna 172,1987,1,Piston,4,1285,32.77,668.88,36,Asia,208622.07
Airbus A350,2022,2,Turbofan,350,14800,14.59,4643.47,1,Europe,576148278.01
Cessna 172,2014,1,Piston,4,1285,36.94,4752.58,9,Asia,422042.57
Bombardier CRJ200,2021,2,Turbofan,50,3000,8.05,792.05,2,Africa,22752952.68
Cessna 172,2006,1,Piston,4,1285,33.29,2549.6,17,North America,236969.19
Boeing 737,2013,2,Turbofan,162,5700,4.14,2105.47,10,Africa,114614109.0
Airbus A320,2010,2,Turbofan,180,6300,6.4,3488.06,13,Africa,116142324.75
Boeing 777,2017,2,Turbofan,396,15600,13.86,4709.85,6,Australia,750893407.26
Bombardier CRJ200,2016,2,Turbofan,50,3000,13.57,4855.39,7,Asia,21887275.56
Airbus A350,1988,2,Turbofan,350,14800,8.89,3202.41,35,North America,453671188.35
Airbus A350,1994,2,Turbofan,350,14800,11.65,3007.63,29,Asia,346748954.7
Boeing 777,2018,2,Turbofan,396,15600,9.34,1758.95,5,South America,703451860.4
Airbus A350,1996,2,Turbofan,350,14800,11.01,3875.72,27,Europe,342053736.57
Boeing 737,1980,2,Turbofan,162,5700,5.61,4957.89,43,South America,50295091.66
Cessna 172,1987,1,Piston,4,1285,44.28,2482.71,36,South America,213230.51
Boeing 737,2004,2,Turbofan,162,5700,13.47,3578.94,19,Australia,81378585.38
Airbus A320,2000,2,Turbofan,180,6300,13.55,768.93,23,Africa,82333586.99
Boeing 777,1986,2,Turbofan,396,15600,6.09,1980.83,37,Europe,425783294.02
Airbus A350,2021,2,Turbofan,350,14800,6.58,715.02,2,South America,716238648.88
Boeing 777,1996,2,Turbofan,396,15600,7.15,4354.57,27,South America,384252138.97
Airbus A350,2016,2,Turbofan,350,14800,13.9,2234.99,7,North America,554504690.5
Cessna 172,1997,1,Piston,4,1285,30.2,3928.7,26,Australia,213262.02
Airbus A350,1993,2,Turbofan,350,14800,5.41,762.07,30,Africa,383083285.3
Cessna 172,2015,1,Piston,4,1285,16.28,2462.32,8,Africa,380901.46
Airbus A320,2003,2,Turbofan,180,6300,14.24,3746.52,20,South America,79407371.06
Cessna 172,2010,1,Piston,4,1285,30.61,4467.36,13,North America,326855.63
Boeing 777,2016,2,Turbofan,396,15600,3.49,2987.17,7,North America,784915293.34
Bombardier CRJ200,2005,2,Turbofan,50,3000,8.88,1067.62,18,Australia,16934049.56
Airbus A320,2022,2,Turbofan,180,6300,8.29,4859.67,1,Asia,189291287.74
Bombardier CRJ200,1994,2,Turbofan,50,3000,9.17,786.21,29,Africa,9876431.96
Bombardier CRJ200,1990,2,Turbofan,50,3000,4.49,4579.94,33,Asia,11222778.52
Airbus A320,2012,2,Turbofan,180,6300,7.27,3269.43,11,Africa,120835791.42
Boeing 777,2015,2,Turbofan,396,15600,10.92,1693.53,8,South America,644830555.56
Bombardier CRJ200,2023,2,Turbofan,50,3000,5.48,4769.56,0,Australia,22298023.35
Boeing 737,1990,2,Turbofan,162,5700,11.96,4703.15,33,Africa,63891709.75
Bombardier CRJ200,1980,2,Turbofan,50,3000,12.71,3460.77,43,Asia,12374852.61
Airbus A320,2010,2,Turbofan,180,6300,14.02,3712.81,13,South America,116880021.08
Airbus A350,1985,2,Turbofan,350,14800,3.52,2827.09,38,Asia,332341299.64
Boeing 777,1994,2,Turbofan,396,15600,8.27,3166.22,29,North America,400804486.23
Boeing 737,2018,2,Turbofan,162,5700,2.13,3301.59,5,Asia,113771801.41
Bombardier CRJ200,2004,2,Turbofan,50,3000,6.99,4777.27,19,Africa,12870432.1
Cessna 172,2021,1,Piston,4,1285,38.59,2409.67,2,South America,345378.61
Boeing 777,2018,2,Turbofan,396,15600,4.83,2348.67,5,Asia,774102008.25
Airbus A320,2020,2,Turbofan,180,6300,3.7,4847.1,3,Africa,143523174.28
Airbus A350,1980,2,Turbofan,350,14800,12.15,1498.01,43,Europe,369723931.64
Bombardier CRJ200,2013,2,Turbofan,50,3000,3.04,1405.29,10,North America,18791155.08
Airbus A320,1982,2,Turbofan,180,6300,12.5,881.45,41,South America,78249026.3
Cessna 172,2013,1,Piston,4,1285,46.61,3971.63,10,Australia,356830.25
Airbus A320,2019,2,Turbofan,180,6300,12.18,735.5,4,Europe,156350776.55
Bombardier CRJ200,1982,2,Turbofan,50,3000,12.39,4304.8,41,North America,10164465.53
Airbus A320,2021,2,Turbofan,180,6300,11.45,4303.98,2,Asia,151208521.96
Airbus A320,1985,2,Turbofan,180,6300,4.02,4913.43,38,North America,72935530.48
Airbus A350,2002,2,Turbofan,350,14800,4.43,4066.43,21,Australia,403424081.24
Airbus A350,2005,2,Turbofan,350,14800,14.98,799.97,18,South America,525836284.9
Airbus A320,2013,2,Turbofan,180,6300,13.72,2995.79,10,Asia,120268732.74
Bombardier CRJ200,1984,2,Turbofan,50,3000,2.12,4667.87,39,Asia,11924924.92
Cessna 172,1998,1,Piston,4,1285,45.53,3511.92,25,Australia,209184.09
Cessna 172,2017,1,Piston,4,1285,34.28,2569.74,6,North America,395601.02
Boeing 777,1997,2,Turbofan,396,15600,5.49,4852.98,26,Europe,376540783.92
Cessna 172,1992,1,Piston,4,1285,13.44,2726.72,31,Africa,216636.64
Airbus A350,2016,2,Turbofan,350,14800,7.75,1149.96,7,Asia,827259656.28
Boeing 777,1991,2,Turbofan,396,15600,8.78,2003.47,32,Africa,393924774.88
Cessna 172,1986,1,Piston,4,1285,38.52,3924.53,37,South America,214043.86
Boeing 737,2012,2,Turbofan,162,5700,2.69,2148.29,11,North America,91412791.51
Boeing 777,1987,2,Turbofan,396,15600,9.5,1327.16,36,South America,352731198.7
Boeing 777,2014,2,Turbofan,396,15600,6.63,1196.79,9,South America,687873642.88
Boeing 777,2008,2,Turbofan,396,15600,7.46,2239.08,15,Africa,656883082.8
Cessna 172,2010,1,Piston,4,1285,10.23,3029.5,13,Europe,323193.79
Boeing 777,2009,2,Turbofan,396,15600,5.52,4640.17,14,Australia,546963772.68
Airbus A350,2017,2,Turbofan,350,14800,9.4,2167.21,6,Asia,631101285.65
Airbus A350,1987,2,Turbofan,350,14800,7.33,3511.19,36,North America,380276954.18
Boeing 737,2004,2,Turbofan,162,5700,2.64,2618.15,19,Australia,83065400.16
Airbus A320,2023,2,Turbofan,180,6300,5.92,2542.81,0,Australia,147454984.27
Airbus A320,2000,2,Turbofan,180,6300,13.11,2228.09,23,Africa,77466368.38
Boeing 777,2013,2,Turbofan,396,15600,5.28,1028.76,10,South America,695013999.61
Boeing 737,1996,2,Turbofan,162,5700,9.56,4643.4,27,Europe,78574013.58
Boeing 777,1985,2,Turbofan,396,15600,12.49,2147.13,38,Africa,430470119.35
Bombardier CRJ200,2001,2,Turbofan,50,3000,3.52,2854.79,22,Asia,13668936.59
Cessna 172,1991,1,Piston,4,1285,22.33,4714.57,32,Africa,190653.43
Boeing 777,2002,2,Turbofan,396,15600,11.93,4412.94,21,Europe,474612838.86
Cessna 172,1997,1,Piston,4,1285,24.85,1398.51,26,Europe,202866.55
Bombardier CRJ200,2023,2,Turbofan,50,3000,11.43,2757.65,0,Europe,23606979.87
Airbus A350,1992,2,Turbofan,350,14800,9.03,2682.83,31,Europe,337736038.3
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.23,4182.62,28,North America,12799757.16
Airbus A320,1994,2,Turbofan,180,6300,11.09,3001.42,29,Europe,85867287.01
Airbus A320,2019,2,Turbofan,180,6300,3.8,2354.08,4,North America,148622413.17
Airbus A320,1986,2,Turbofan,180,6300,6.39,3377.19,37,Asia,94567645.06
Boeing 737,2023,2,Turbofan,162,5700,9.64,4580.9,0,Australia,125624938.67
Airbus A350,2019,2,Turbofan,350,14800,12.32,3903.6,4,Asia,627350471.43
Cessna 172,1982,1,Piston,4,1285,45.79,2725.69,41,Africa,200883.12
Boeing 777,2019,2,Turbofan,396,15600,13.65,4543.69,4,North America,617515816.39
Airbus A350,2016,2,Turbofan,350,14800,13.17,3585.71,7,North America,578537168.74
Airbus A350,1991,2,Turbofan,350,14800,7.43,1577.16,32,South America,352264513.5
Boeing 777,2005,2,Turbofan,396,15600,6.17,1630.36,18,Europe,487912225.85
Cessna 172,1988,1,Piston,4,1285,27.67,3075.28,35,Asia,197915.33
Cessna 172,2007,1,Piston,4,1285,39.86,2060.23,16,Africa,298551.39
Cessna 172,1982,1,Piston,4,1285,39.78,1994.0,41,South America,222622.69
Boeing 777,2005,2,Turbofan,396,15600,3.69,1183.91,18,Australia,564481112.17
Airbus A320,2009,2,Turbofan,180,6300,2.82,1608.57,14,Asia,106657081.15
Bombardier CRJ200,2013,2,Turbofan,50,3000,13.16,1092.69,10,Africa,16739113.84
Boeing 777,1980,2,Turbofan,396,15600,8.86,2998.83,43,Asia,426371079.26
Bombardier CRJ200,1993,2,Turbofan,50,3000,5.03,3449.46,30,Africa,11580165.0
Cessna 172,1986,1,Piston,4,1285,10.64,3623.59,37,North America,230441.89
Boeing 777,2019,2,Turbofan,396,15600,6.57,2176.96,4,North America,674789652.35
Airbus A320,2015,2,Turbofan,180,6300,4.83,4055.59,8,North America,132685759.88
Airbus A320,1997,2,Turbofan,180,6300,12.44,3546.67,26,Africa,91045807.54
Cessna 172,2001,1,Piston,4,1285,24.22,3478.37,22,North America,249298.19
Airbus A320,2011,2,Turbofan,180,6300,5.83,4139.86,12,Africa,137853002.93
Airbus A320,2006,2,Turbofan,180,6300,5.94,2205.3,17,Australia,108160134.81
Boeing 777,2003,2,Turbofan,396,15600,12.63,2567.06,20,Africa,480893389.16
Boeing 777,2008,2,Turbofan,396,15600,13.74,3476.6,15,Europe,598850282.58
Cessna 172,1988,1,Piston,4,1285,19.28,943.46,35,South America,232034.82
Bombardier CRJ200,1994,2,Turbofan,50,3000,7.4,4356.63,29,Asia,12743435.21
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.69,902.03,26,Europe,11158542.88
Cessna 172,2007,1,Piston,4,1285,13.02,3975.2,16,Africa,262188.38
Airbus A320,1989,2,Turbofan,180,6300,7.56,4224.12,34,Australia,72052055.73
Airbus A320,2010,2,Turbofan,180,6300,3.17,2018.12,13,Asia,118159887.88
Airbus A320,2006,2,Turbofan,180,6300,12.49,4826.95,17,Africa,87817011.1
Airbus A320,2020,2,Turbofan,180,6300,6.48,4700.55,3,South America,144069464.14
Cessna 172,2000,1,Piston,4,1285,32.53,1224.43,23,Africa,255820.54
Boeing 777,1996,2,Turbofan,396,15600,14.93,2646.99,27,South America,405942045.1
Cessna 172,1983,1,Piston,4,1285,12.96,3556.27,40,Africa,223864.79
Boeing 737,1990,2,Turbofan,162,5700,3.12,1869.38,33,Asia,52373972.98
Airbus A320,1996,2,Turbofan,180,6300,7.84,506.43,27,Africa,80368224.64
Bombardier CRJ200,1986,2,Turbofan,50,3000,5.73,4996.43,37,Africa,13515923.04
Bombardier CRJ200,2001,2,Turbofan,50,3000,4.08,1762.05,22,North America,12830848.87
Boeing 777,2003,2,Turbofan,396,15600,13.77,4067.78,20,South America,438856322.34
Cessna 172,1996,1,Piston,4,1285,19.29,4887.89,27,North America,206281.98
Boeing 737,2006,2,Turbofan,162,5700,13.31,1007.78,17,Asia,90223603.39
Boeing 777,2023,2,Turbofan,396,15600,4.14,3362.48,0,South America,659832869.97
Airbus A320,2016,2,Turbofan,180,6300,7.89,3815.58,7,South America,127214911.32
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.71,4951.76,2,South America,22546898.34
Airbus A320,1998,2,Turbofan,180,6300,6.11,2764.1,25,North America,61111719.04
Boeing 777,2023,2,Turbofan,396,15600,13.37,3781.58,0,South America,808486131.34
Airbus A350,2008,2,Turbofan,350,14800,5.95,4216.5,15,Asia,581825079.56
Airbus A350,2019,2,Turbofan,350,14800,6.12,2293.15,4,North America,561268755.74
Airbus A350,2020,2,Turbofan,350,14800,6.07,4827.25,3,Europe,680717085.21
Airbus A320,2020,2,Turbofan,180,6300,8.85,941.2,3,North America,144515800.36
Airbus A350,2020,2,Turbofan,350,14800,12.4,2449.63,3,South America,595140488.71
Cessna 172,2005,1,Piston,4,1285,27.05,3827.64,18,Asia,239557.65
Boeing 737,1990,2,Turbofan,162,5700,2.68,3982.98,33,North America,56316780.13
Airbus A320,2000,2,Turbofan,180,6300,12.34,557.7,23,North America,75352436.3
Bombardier CRJ200,1998,2,Turbofan,50,3000,14.12,1560.05,25,Australia,11993045.31
Boeing 777,2018,2,Turbofan,396,15600,11.23,4367.76,5,Australia,899709112.07
Airbus A350,1997,2,Turbofan,350,14800,14.56,4888.6,26,Africa,288566418.17
Boeing 777,2017,2,Turbofan,396,15600,12.54,1468.71,6,South America,658708264.89
Airbus A350,2006,2,Turbofan,350,14800,7.27,3542.42,17,Europe,460998596.57
Airbus A320,1981,2,Turbofan,180,6300,3.16,4691.95,42,Europe,84961163.45
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.03,4568.51,28,Australia,12103009.14
Boeing 777,1985,2,Turbofan,396,15600,10.05,2149.87,38,Europe,344674518.93
Airbus A320,2005,2,Turbofan,180,6300,2.93,3195.55,18,Asia,78456460.45
Boeing 737,1984,2,Turbofan,162,5700,14.11,1520.41,39,Africa,64112462.71
Cessna 172,1983,1,Piston,4,1285,23.08,587.31,40,Asia,216892.86
Airbus A350,2013,2,Turbofan,350,14800,5.58,3325.81,10,Asia,609981164.62
Boeing 737,1996,2,Turbofan,162,5700,13.82,823.58,27,South America,68111667.31
Airbus A320,1985,2,Turbofan,180,6300,3.01,4809.95,38,Australia,63529004.69
Airbus A350,1999,2,Turbofan,350,14800,4.34,2267.78,24,Europe,399270371.38
Airbus A320,1998,2,Turbofan,180,6300,14.45,3101.32,25,Africa,71688110.34
Bombardier CRJ200,1988,2,Turbofan,50,3000,6.42,3290.01,35,Europe,12082574.84
Cessna 172,1990,1,Piston,4,1285,27.39,4351.66,33,Asia,202449.34
Boeing 737,2022,2,Turbofan,162,5700,5.45,3959.44,1,North America,117868767.3
Boeing 777,2010,2,Turbofan,396,15600,4.68,3952.55,13,Africa,565915335.93
Cessna 172,1997,1,Piston,4,1285,47.27,4744.38,26,South America,171474.79
Airbus A350,1988,2,Turbofan,350,14800,6.66,1430.92,35,Australia,373578754.34
Cessna 172,1991,1,Piston,4,1285,46.03,2572.62,32,South America,188262.22
Cessna 172,2009,1,Piston,4,1285,25.34,4685.02,14,Australia,337392.33
Bombardier CRJ200,2020,2,Turbofan,50,3000,2.05,4130.19,3,South America,22655373.82
Airbus A350,2013,2,Turbofan,350,14800,7.48,1940.27,10,Australia,554837976.9
Bombardier CRJ200,2014,2,Turbofan,50,3000,10.36,670.03,9,North America,18580734.59
Boeing 777,2010,2,Turbofan,396,15600,2.68,1681.3,13,South America,628898907.32
Airbus A320,1985,2,Turbofan,180,6300,8.28,4331.7,38,Africa,73557460.98
Boeing 777,2003,2,Turbofan,396,15600,14.71,2372.32,20,Africa,448378373.67
Boeing 777,1989,2,Turbofan,396,15600,4.25,1813.4,34,North America,372404735.47
Boeing 737,1980,2,Turbofan,162,5700,13.84,2207.15,43,South America,54894102.22
Airbus A320,2002,2,Turbofan,180,6300,2.63,4704.85,21,North America,106970994.85
Airbus A350,2014,2,Turbofan,350,14800,9.36,1446.24,9,Asia,583619806.04
Bombardier CRJ200,2011,2,Turbofan,50,3000,10.44,2313.67,12,Africa,18557520.87
Boeing 777,1980,2,Turbofan,396,15600,10.3,3641.32,43,Africa,372586711.85
Boeing 777,2018,2,Turbofan,396,15600,3.67,2422.01,5,Europe,695785304.41
Boeing 737,2015,2,Turbofan,162,5700,8.18,4764.31,8,North America,118235038.87
Airbus A320,2006,2,Turbofan,180,6300,6.03,2740.77,17,South America,95698291.46
Airbus A350,2005,2,Turbofan,350,14800,13.27,4153.85,18,Europe,460997012.46
Airbus A320,2021,2,Turbofan,180,6300,11.92,3048.45,2,Africa,152329762.67
Airbus A350,1994,2,Turbofan,350,14800,4.97,1114.26,29,North America,365992616.47
Boeing 737,2007,2,Turbofan,162,5700,2.09,2510.47,16,Australia,100431147.23
Airbus A320,2013,2,Turbofan,180,6300,6.68,4187.29,10,South America,149949282.1
Bombardier CRJ200,2023,2,Turbofan,50,3000,14.43,3661.83,0,North America,25238230.51
Boeing 777,2021,2,Turbofan,396,15600,7.2,2891.03,2,Australia,773596798.27
Cessna 172,1997,1,Piston,4,1285,15.06,1841.68,26,Africa,222855.13
Airbus A320,1984,2,Turbofan,180,6300,6.71,4291.5,39,Europe,75392855.73
Airbus A320,1998,2,Turbofan,180,6300,9.82,1395.18,25,Asia,94680753.31
Bombardier CRJ200,2009,2,Turbofan,50,3000,7.37,773.07,14,South America,13572407.76
Airbus A350,1997,2,Turbofan,350,14800,12.76,3869.02,26,Australia,431867442.23
Cessna 172,2011,1,Piston,4,1285,11.55,3970.59,12,Europe,330198.87
Boeing 777,1981,2,Turbofan,396,15600,12.85,4706.7,42,Europe,342634434.94
Boeing 737,2014,2,Turbofan,162,5700,5.94,4291.41,9,Asia,93133487.02
Airbus A320,1986,2,Turbofan,180,6300,2.4,1208.17,37,North America,58521690.44
Boeing 777,1988,2,Turbofan,396,15600,5.13,4761.06,35,Australia,388551501.17
Airbus A350,1980,2,Turbofan,350,14800,9.54,4678.28,43,Europe,367038632.36
Boeing 737,1989,2,Turbofan,162,5700,13.85,3501.67,34,Asia,71046534.31
Airbus A350,1993,2,Turbofan,350,14800,4.43,674.6,30,North America,315762748.76
Airbus A350,1999,2,Turbofan,350,14800,11.97,4240.61,24,Africa,339212172.84
Boeing 777,2009,2,Turbofan,396,15600,2.0,2900.99,14,Australia,486474552.16
Boeing 737,2001,2,Turbofan,162,5700,4.71,1585.6,22,Asia,76429812.7
Airbus A320,1983,2,Turbofan,180,6300,4.49,1758.53,40,North America,73545271.86
Airbus A350,1984,2,Turbofan,350,14800,13.25,2769.19,39,South America,365642688.56
Airbus A350,1991,2,Turbofan,350,14800,11.72,2103.82,32,Europe,368220813.77
Boeing 777,2004,2,Turbofan,396,15600,12.62,2978.11,19,Asia,485091513.39
Boeing 737,1995,2,Turbofan,162,5700,14.8,680.31,28,Africa,79330370.79
Airbus A350,1995,2,Turbofan,350,14800,3.98,2225.67,28,Australia,326431051.45
Boeing 737,1992,2,Turbofan,162,5700,9.63,3136.0,31,Africa,69504022.47
Bombardier CRJ200,1986,2,Turbofan,50,3000,12.87,2505.78,37,South America,11633971.52
Bombardier CRJ200,1993,2,Turbofan,50,3000,10.63,2919.61,30,Africa,10057062.5
Airbus A350,2023,2,Turbofan,350,14800,7.13,4027.87,0,North America,672197743.96
Boeing 777,1990,2,Turbofan,396,15600,6.98,4696.92,33,Australia,413747311.37
Bombardier CRJ200,1982,2,Turbofan,50,3000,2.26,3782.85,41,Australia,11998234.95
Cessna 172,2013,1,Piston,4,1285,31.09,4452.14,10,Asia,292311.79
Boeing 777,2010,2,Turbofan,396,15600,8.29,4684.42,13,Australia,526898581.5
Boeing 777,1992,2,Turbofan,396,15600,5.21,4111.95,31,North America,396536721.28
Boeing 737,2022,2,Turbofan,162,5700,13.84,4548.26,1,Europe,124772756.39
Boeing 737,1995,2,Turbofan,162,5700,12.12,3546.92,28,Australia,67838913.57
Airbus A350,2000,2,Turbofan,350,14800,9.81,1089.57,23,Asia,401989789.98
Airbus A320,1997,2,Turbofan,180,6300,4.38,1196.79,26,South America,74183508.3
Boeing 737,2005,2,Turbofan,162,5700,7.62,2142.71,18,Europe,75801225.71
Boeing 737,1982,2,Turbofan,162,5700,4.37,2766.61,41,South America,64686905.68
Bombardier CRJ200,2010,2,Turbofan,50,3000,10.29,3082.89,13,Australia,20808173.03
Cessna 172,1989,1,Piston,4,1285,40.6,2010.24,34,North America,222059.86
Boeing 737,1995,2,Turbofan,162,5700,8.29,2447.45,28,Europe,70986971.56
Airbus A350,1985,2,Turbofan,350,14800,3.12,1894.31,38,Australia,429665303.3
Cessna 172,2001,1,Piston,4,1285,46.93,909.21,22,Australia,221302.21
Boeing 737,1983,2,Turbofan,162,5700,9.7,2105.25,40,North America,65888033.91
Bombardier CRJ200,1989,2,Turbofan,50,3000,2.57,4260.07,34,Australia,12569397.03
Cessna 172,1986,1,Piston,4,1285,18.06,541.24,37,Europe,207788.89
Airbus A350,1994,2,Turbofan,350,14800,9.97,4815.61,29,North America,365309412.67
Cessna 172,2021,1,Piston,4,1285,19.79,626.86,2,North America,406056.45
Airbus A350,1992,2,Turbofan,350,14800,7.41,4466.69,31,Asia,387907624.27
Bombardier CRJ200,2004,2,Turbofan,50,3000,4.49,2336.18,19,North America,15303279.73
Bombardier CRJ200,1988,2,Turbofan,50,3000,13.81,2827.03,35,North America,12871384.25
Boeing 737,2011,2,Turbofan,162,5700,3.59,4583.58,12,Australia,113498339.66
Airbus A350,2015,2,Turbofan,350,14800,13.43,2903.16,8,North America,593529770.5
Cessna 172,2011,1,Piston,4,1285,21.13,817.07,12,Europe,241880.17
Cessna 172,1991,1,Piston,4,1285,47.8,1960.28,32,South America,206854.73
Boeing 777,2000,2,Turbofan,396,15600,4.11,3520.87,23,Australia,352982140.17
Airbus A350,1997,2,Turbofan,350,14800,11.6,2688.99,26,South America,384521447.16
Cessna 172,1990,1,Piston,4,1285,15.05,3510.74,33,Asia,234055.99
Cessna 172,1989,1,Piston,4,1285,15.3,4755.99,34,Africa,197877.02
Boeing 777,1996,2,Turbofan,396,15600,11.36,4701.17,27,South America,431964559.21
Boeing 777,2009,2,Turbofan,396,15600,4.85,3892.16,14,Asia,691869575.66
Bombardier CRJ200,2012,2,Turbofan,50,3000,3.35,3964.88,11,Africa,16938396.74
Bombardier CRJ200,1991,2,Turbofan,50,3000,13.57,4830.64,32,Asia,13024585.5
Cessna 172,2003,1,Piston,4,1285,28.47,2832.46,20,South America,242092.58
Airbus A320,2000,2,Turbofan,180,6300,9.55,1914.95,23,Australia,79487880.45
Boeing 737,2022,2,Turbofan,162,5700,11.09,3331.49,1,South America,143886280.44
Airbus A350,1992,2,Turbofan,350,14800,2.68,3700.05,31,South America,367441916.25
Bombardier CRJ200,2011,2,Turbofan,50,3000,5.14,1680.87,12,South America,20424771.3
Airbus A320,2019,2,Turbofan,180,6300,13.53,2673.56,4,North America,164059252.76
Boeing 777,2006,2,Turbofan,396,15600,8.19,935.68,17,Australia,489565248.42
Boeing 777,1987,2,Turbofan,396,15600,12.02,4962.59,36,Asia,397873526.08
Cessna 172,2022,1,Piston,4,1285,26.38,1551.31,1,Asia,356925.1
Boeing 737,1988,2,Turbofan,162,5700,12.03,4010.38,35,Europe,52479525.29
Boeing 737,1992,2,Turbofan,162,5700,9.87,2758.71,31,Asia,71924527.26
Airbus A350,1992,2,Turbofan,350,14800,8.32,3019.51,31,Asia,323209126.51
Boeing 737,2016,2,Turbofan,162,5700,9.04,4157.3,7,Australia,109370190.55
Airbus A350,2022,2,Turbofan,350,14800,11.96,1089.86,1,Africa,660328579.42
Cessna 172,2019,1,Piston,4,1285,14.5,2832.8,4,Australia,379769.78
Cessna 172,1996,1,Piston,4,1285,17.34,4702.94,27,Asia,201644.45
Boeing 777,1994,2,Turbofan,396,15600,12.33,2224.24,29,South America,338180725.89
Bombardier CRJ200,1984,2,Turbofan,50,3000,4.22,2553.43,39,Asia,12157558.67
Airbus A320,2021,2,Turbofan,180,6300,9.95,1163.54,2,Africa,124176745.51
Boeing 737,2009,2,Turbofan,162,5700,11.29,3045.86,14,Australia,87727637.75
Boeing 737,2003,2,Turbofan,162,5700,14.64,4527.88,20,South America,70477092.99
